ssl_score,race,sex,age,count
365,Black,Women,<20,84
365,Black,Men,20-30,94
365,White,Men,30-40,1
365,Hispanic,Men,<20,79
365,White,Women,<20,4
365,Black,Men,30-40,4
365,Black,Women,20-30,14
365,Black,Men,40-50,1
365,White,Men,20-30,6
365,Asian,Men,<20,2
365,White,Women,20-30,1
365,Hispanic,Women,<20,14
365,White,Men,<20,32
365,Hispanic,Women,20-30,3
365,Black,Men,<20,280
366,Asian,Men,<20,1
366,Asian,Women,<20,1
366,Black,Women,20-30,6
366,Unknown-Not-Listed,Men,20-30,1
366,Black,Other,20-30,1
366,White,Men,<20,32
366,White,Women,<20,7
366,Black,Women,<20,95
366,White,Women,20-30,2
366,White,Men,20-30,7
366,Unknown-Not-Listed,Men,<20,2
366,Black,Men,<20,282
366,Black,Men,20-30,102
366,Hispanic,Men,20-30,16
366,Black,Men,30-40,4
366,Unknown-Not-Listed,Women,<20,1
366,Hispanic,Women,<20,17
366,Hispanic,Women,20-30,4
366,Hispanic,Men,<20,85
367,Black,Women,<20,65
367,White,Women,<20,1
367,Asian,Men,20-30,1
367,Black,Men,<20,218
367,Hispanic,Men,<20,56
367,White,Men,20-30,6
367,Hispanic,Men,20-30,25
367,White,Men,<20,12
367,White,Women,20-30,1
367,Black,Women,20-30,6
367,Black,Men,20-30,96
367,Hispanic,Women,<20,7
367,Black,Men,30-40,1
368,White,Men,<20,8
368,Black,Men,<20,186
368,Black,Women,<20,41
368,White,Men,20-30,4
368,Hispanic,Men,20-30,25
368,Hispanic,Men,<20,45
368,Black,Men,30-40,1
368,Black,Men,20-30,81
368,Black,Other,20-30,1
368,White,Women,<20,1
368,White,Women,20-30,3
368,Black,Women,20-30,8
368,Hispanic,Women,<20,6
369,Hispanic,Women,20-30,3
369,White,Men,20-30,4
369,Asian,Men,<20,1
369,White,Men,<20,14
369,Black,Women,<20,64
369,Hispanic,Men,<20,55
369,Black,Men,20-30,94
369,Unknown-Not-Listed,Men,<20,2
369,White,Women,<20,2
369,Hispanic,Women,<20,11
369,Black,Women,20-30,2
369,White,Men,30-40,1
369,Black,Men,<20,211
369,Hispanic,Men,20-30,20
370,White,Men,20-30,3
370,Hispanic,Women,20-30,2
370,White,Men,<20,11
370,White,Women,<20,2
370,Black,Women,<20,65
370,Black,Men,<20,216
370,Hispanic,Men,<20,67
370,Hispanic,Women,<20,13
370,Hispanic,Men,20-30,4
370,Black,Men,20-30,94
370,Asian,Men,20-30,1
370,Black,Women,20-30,12
371,White,Men,<20,9
371,Hispanic,Women,20-30,2
371,Black,Women,20-30,7
371,Hispanic,Men,<20,46
371,Hispanic,Men,20-30,23
371,Black,Men,20-30,76
371,White,Men,20-30,3
371,Black,Men,30-40,1
371,Unknown-Not-Listed,Men,<20,1
371,Black,Men,<20,173
371,Black,Women,30-40,1
371,White,Men,30-40,1
371,White,Women,<20,1
371,Hispanic,Women,<20,5
371,Black,Women,<20,36
372,Hispanic,Women,<20,3
372,White,Women,<20,3
372,Black,Men,<20,188
372,Black,Women,20-30,8
372,Black,Men,20-30,67
372,White,Men,<20,8
372,Hispanic,Women,20-30,2
372,Hispanic,Men,20-30,13
372,Black,Women,<20,26
372,Hispanic,Men,30-40,2
372,Black,Women,30-40,1
372,Hispanic,Men,<20,35
372,White,Men,20-30,4
373,White,Men,<20,9
373,Black,Men,20-30,76
373,Asian,Women,20-30,1
373,Hispanic,Men,<20,53
373,Black,Women,20-30,13
373,White,Men,20-30,8
373,Black,Women,<20,43
373,Hispanic,Men,20-30,11
373,Unknown-Not-Listed,Men,<20,1
373,White,Women,<20,3
373,Hispanic,Women,<20,6
373,Hispanic,Women,20-30,2
373,Black,Men,<20,163
374,Black,Men,20-30,68
374,Black,Women,<20,53
374,Hispanic,Men,20-30,16
374,White,Men,<20,7
374,Hispanic,Men,<20,36
374,White,Women,<20,4
374,Black,Women,30-40,1
374,Hispanic,Women,20-30,1
374,Hispanic,Women,<20,4
374,White,Men,20-30,2
374,Black,Men,30-40,3
374,Black,Men,<20,171
374,Black,Women,20-30,6
375,Black,Women,20-30,5
375,Black,Women,<20,24
375,Hispanic,Men,<20,34
375,Hispanic,Women,<20,6
375,Hispanic,Men,20-30,12
375,Black,Men,<20,146
375,White,Men,20-30,2
375,Hispanic,Women,20-30,1
375,White,Men,<20,9
375,Black,Men,20-30,75
376,Black,Women,20-30,8
376,Hispanic,Men,20-30,12
376,Asian,Men,<20,1
376,Hispanic,Men,<20,35
376,Asian,Women,<20,1
376,White,Men,<20,6
376,Black,Men,30-40,1
376,Black,Men,20-30,61
376,Black,Men,<20,138
376,Hispanic,Women,20-30,2
376,Black,Women,<20,26
376,Hispanic,Women,<20,4
377,Unknown-Not-Listed,Men,<20,1
377,Black,Women,20-30,8
377,Hispanic,Women,<20,4
377,Hispanic,Women,20-30,1
377,Black,Women,<20,40
377,Hispanic,Men,20-30,13
377,Asian,Men,<20,2
377,Black,Men,20-30,64
377,White,Men,<20,10
377,White,Women,<20,2
377,White,Men,20-30,3
377,Hispanic,Men,<20,57
377,Black,Men,<20,168
378,Hispanic,Men,<20,35
378,White,Men,20-30,3
378,White,Men,<20,7
378,White,Women,<20,2
378,Black,Women,<20,25
378,Black,Men,<20,145
378,Hispanic,Women,<20,6
378,Hispanic,Men,20-30,10
378,Black,Men,30-40,1
378,Hispanic,Women,30-40,1
378,Black,Men,20-30,50
378,White,Women,20-30,1
378,Black,Women,20-30,4
379,Hispanic,Men,20-30,6
379,White,Women,20-30,1
379,Black,Men,<20,135
379,White,Men,20-30,1
379,Hispanic,Women,<20,2
379,Black,Men,20-30,59
379,White,Men,<20,4
379,White,Women,<20,1
379,Hispanic,Men,<20,29
379,Hispanic,Women,20-30,1
379,Black,Men,30-40,1
379,Black,Women,20-30,7
379,Black,Women,<20,31
380,White,Women,<20,2
380,Black,Men,<20,150
380,White,Men,<20,10
380,Black,Men,20-30,53
380,Hispanic,Men,<20,27
380,White,Men,20-30,4
380,Hispanic,Women,<20,1
380,Black,Women,20-30,2
380,Hispanic,Men,20-30,10
380,Black,Women,<20,22
380,Black,Men,30-40,1
381,Black,Women,20-30,6
381,Hispanic,Women,<20,3
381,Hispanic,Men,20-30,10
381,White,Men,<20,7
381,Hispanic,Women,20-30,1
381,Black,Men,30-40,1
381,Black,Men,20-30,65
381,White,Men,20-30,2
381,Hispanic,Men,<20,32
381,Black,Women,<20,28
381,Black,Men,<20,121
382,Black,Women,20-30,5
382,Black,Men,30-40,1
382,Asian,Men,<20,1
382,Black,Men,<20,127
382,White,Men,<20,5
382,White,Women,<20,1
382,Unknown-Not-Listed,Men,<20,1
382,Black,Women,<20,20
382,Black,Men,20-30,51
382,Hispanic,Women,<20,1
382,White,Men,20-30,4
382,Hispanic,Men,20-30,6
382,Hispanic,Men,<20,28
383,White,Women,20-30,1
383,White,Men,<20,3
383,Hispanic,Women,20-30,1
383,Black,Women,30-40,1
383,Unknown-Not-Listed,Women,<20,1
383,White,Women,<20,2
383,Hispanic,Men,30-40,1
383,Black,Women,<20,21
383,Black,Men,30-40,1
383,Hispanic,Women,<20,2
383,White,Men,20-30,4
383,Black,Women,20-30,3
383,Black,Men,20-30,41
383,Hispanic,Men,20-30,11
383,Hispanic,Men,<20,28
383,Black,Men,<20,105
384,White,Men,20-30,2
384,White,Women,<20,1
384,White,Women,20-30,1
384,Black,Men,30-40,1
384,White,Men,<20,3
384,Hispanic,Women,<20,1
384,Hispanic,Men,20-30,4
384,Black,Women,<20,16
384,Black,Men,20-30,53
384,Hispanic,Men,<20,30
384,Black,Men,<20,117
384,Black,Women,20-30,5
385,Hispanic,Men,<20,14
385,Hispanic,Women,<20,1
385,Black,Men,20-30,54
385,White,Men,20-30,2
385,Black,Men,<20,117
385,Hispanic,Men,20-30,6
385,White,Women,<20,2
385,White,Men,<20,1
385,Asian,Men,20-30,1
385,Black,Women,20-30,9
385,Black,Women,<20,6
386,White,Men,<20,2
386,Hispanic,Women,20-30,1
386,Black,Women,<20,15
386,White,Men,20-30,1
386,Asian,Men,<20,1
386,Hispanic,Women,<20,2
386,Hispanic,Men,<20,29
386,Black,Men,<20,95
386,Black,Men,20-30,42
386,Black,Men,30-40,2
386,Black,Women,20-30,2
386,Hispanic,Men,20-30,4
387,Black,Women,20-30,7
387,Hispanic,Women,<20,3
387,Black,Men,<20,89
387,Black,Women,<20,14
387,Black,Men,20-30,40
387,Hispanic,Men,20-30,7
387,White,Men,<20,6
387,Hispanic,Men,<20,20
388,Hispanic,Men,<20,21
388,Black,Women,<20,15
388,Black,Women,20-30,6
388,Black,Men,<20,107
388,Black,Men,30-40,3
388,Hispanic,Women,<20,3
388,Hispanic,Women,20-30,1
388,Hispanic,Men,20-30,7
388,White,Men,<20,4
388,White,Men,20-30,2
388,Asian,Men,<20,1
388,Black,Men,20-30,39
389,Black,Men,20-30,43
389,Hispanic,Men,20-30,9
389,Black,Men,<20,85
389,White,Men,<20,6
389,Asian,Men,<20,1
389,Black,Women,20-30,5
389,Black,Women,<20,17
389,Hispanic,Men,<20,17
389,White,Women,<20,2
389,Hispanic,Women,<20,3
390,Black,Men,30-40,1
390,White,Men,<20,6
390,White,Men,20-30,1
390,Black,Women,30-40,1
390,Black,Women,<20,10
390,Hispanic,Women,20-30,1
390,Hispanic,Women,<20,1
390,White,Women,<20,1
390,Black,Women,20-30,2
390,Black,Men,<20,91
390,Hispanic,Men,20-30,9
390,Black,Men,20-30,42
390,Hispanic,Men,<20,14
391,Black,Women,<20,13
391,White,Men,<20,3
391,Hispanic,Men,<20,21
391,White,Women,<20,1
391,Black,Men,<20,84
391,Black,Women,20-30,2
391,Black,Men,20-30,33
391,Hispanic,Men,30-40,1
391,Black,Women,30-40,1
391,Hispanic,Men,20-30,3
391,Hispanic,Women,<20,1
392,Black,Men,20-30,36
392,White,Men,20-30,1
392,Hispanic,Women,<20,2
392,Black,Women,<20,9
392,Hispanic,Men,20-30,3
392,Black,Women,20-30,2
392,Asian,Men,<20,1
392,Hispanic,Men,<20,13
392,Black,Men,<20,89
392,White,Men,<20,2
393,Hispanic,Men,<20,22
393,Hispanic,Men,20-30,1
393,Black,Women,20-30,4
393,Hispanic,Women,<20,2
393,White,Men,<20,3
393,Black,Women,<20,18
393,Black,Men,<20,69
393,Hispanic,Men,30-40,1
393,White,Men,20-30,3
393,Black,Men,20-30,31
394,Black,Women,20-30,2
394,Hispanic,Men,<20,17
394,Black,Women,<20,9
394,White,Men,<20,4
394,Hispanic,Men,20-30,7
394,Hispanic,Women,<20,2
394,Black,Men,20-30,28
394,Black,Men,<20,72
394,White,Men,20-30,1
395,Hispanic,Men,<20,14
395,Black,Women,<20,9
395,Black,Men,20-30,34
395,Hispanic,Women,<20,2
395,Black,Women,20-30,4
395,Black,Men,<20,74
395,Hispanic,Men,20-30,3
395,White,Men,<20,1
395,White,Men,20-30,2
396,Black,Women,<20,4
396,Black,Men,20-30,27
396,Hispanic,Men,20-30,5
396,White,Men,20-30,1
396,Black,Women,20-30,2
396,White,Men,<20,1
396,Hispanic,Men,<20,11
396,Black,Men,<20,69
397,Black,Men,30-40,1
397,White,Men,<20,1
397,Black,Men,20-30,31
397,Black,Women,20-30,5
397,Hispanic,Men,<20,9
397,Black,Men,<20,66
397,Black,Women,<20,10
397,Hispanic,Men,20-30,6
398,Hispanic,Men,<20,8
398,Black,Women,20-30,2
398,Black,Men,20-30,20
398,Hispanic,Men,20-30,5
398,White,Men,20-30,1
398,Black,Men,<20,68
398,Black,Women,<20,11
398,White,Men,<20,2
399,Black,Men,30-40,1
399,Black,Men,<20,69
399,Black,Women,20-30,1
399,Black,Women,<20,13
399,Hispanic,Men,<20,15
399,Hispanic,Men,20-30,3
399,Asian,Men,20-30,1
399,Black,Men,20-30,23
400,Black,Women,20-30,2
400,Hispanic,Women,20-30,1
400,Hispanic,Men,<20,11
400,Hispanic,Men,20-30,5
400,Black,Men,<20,87
400,White,Men,<20,1
400,Black,Women,<20,11
400,Hispanic,Men,30-40,1
400,White,Men,20-30,1
400,Black,Men,20-30,25
401,White,Men,<20,2
401,Black,Women,<20,7
401,Black,Men,<20,83
401,Black,Women,20-30,3
401,Hispanic,Men,<20,20
401,Hispanic,Men,20-30,5
401,Black,Men,20-30,15
402,Black,Men,<20,58
402,White,Men,<20,1
402,Hispanic,Men,20-30,9
402,Black,Women,<20,7
402,White,Men,20-30,1
402,Hispanic,Women,<20,1
402,Black,Men,20-30,28
402,Hispanic,Men,<20,12
403,Black,Men,<20,70
403,Hispanic,Men,20-30,5
403,Hispanic,Men,<20,11
403,Hispanic,Women,<20,1
403,Black,Women,<20,4
403,Black,Men,20-30,23
403,Black,Women,20-30,1
404,Unknown-Not-Listed,Men,<20,1
404,Hispanic,Men,20-30,3
404,Hispanic,Women,<20,1
404,Black,Men,20-30,23
404,Black,Women,<20,9
404,Black,Women,20-30,2
404,Hispanic,Men,<20,8
404,White,Men,<20,2
404,Black,Men,<20,49
405,Black,Women,<20,6
405,Black,Men,<20,77
405,Black,Men,20-30,20
405,Black,Women,20-30,1
405,Hispanic,Men,20-30,1
405,White,Men,20-30,3
405,Hispanic,Men,<20,13
405,White,Women,<20,1
406,Hispanic,Men,<20,7
406,White,Men,<20,1
406,Black,Men,<20,48
406,Hispanic,Men,20-30,5
406,Black,Men,20-30,15
406,Black,Women,20-30,2
406,Black,Women,<20,1
406,Hispanic,Women,30-40,1
407,White,Men,<20,1
407,Black,Men,20-30,14
407,Black,Women,<20,2
407,Hispanic,Women,20-30,1
407,Black,Men,<20,47
407,Hispanic,Men,20-30,2
407,Hispanic,Men,<20,12
408,Hispanic,Men,20-30,2
408,White,Men,20-30,2
408,Unknown-Not-Listed,Men,20-30,1
408,Black,Women,<20,6
408,Hispanic,Men,<20,8
408,Black,Women,20-30,3
408,White,Men,<20,3
408,Black,Men,20-30,19
408,Black,Men,<20,61
408,Black,Men,30-40,1
409,Hispanic,Men,<20,7
409,Hispanic,Women,<20,1
409,White,Men,20-30,1
409,Black,Men,20-30,12
409,Black,Men,<20,54
409,Black,Women,<20,3
409,Hispanic,Men,20-30,2
410,Hispanic,Men,20-30,6
410,Black,Women,20-30,1
410,Black,Men,20-30,16
410,Black,Men,<20,50
410,White,Men,20-30,1
410,Hispanic,Men,<20,16
410,Black,Women,<20,1
411,White,Women,20-30,1
411,Black,Women,<20,5
411,Black,Men,<20,44
411,White,Men,20-30,1
411,Hispanic,Men,<20,16
411,Black,Women,20-30,2
411,Black,Men,20-30,23
412,Black,Men,20-30,17
412,Hispanic,Men,20-30,5
412,Black,Women,<20,4
412,White,Men,<20,1
412,Hispanic,Women,<20,1
412,Hispanic,Men,<20,13
412,Black,Men,<20,46
413,White,Men,<20,2
413,Hispanic,Men,20-30,2
413,Black,Men,20-30,11
413,Hispanic,Men,<20,8
413,Black,Men,<20,39
413,White,Men,20-30,1
413,Black,Women,<20,6
414,Black,Men,20-30,10
414,Hispanic,Men,<20,7
414,Black,Women,<20,3
414,Black,Men,<20,43
414,White,Men,<20,3
414,Black,Women,20-30,1
414,Hispanic,Men,20-30,1
415,Black,Men,<20,35
415,Hispanic,Men,20-30,4
415,Black,Women,<20,5
415,Black,Men,30-40,1
415,Asian,Men,<20,1
415,Hispanic,Men,<20,9
415,Black,Men,20-30,15
416,Black,Women,20-30,1
416,Black,Women,<20,5
416,Hispanic,Women,<20,1
416,White,Men,20-30,1
416,Black,Men,20-30,13
416,White,Men,<20,1
416,White,Women,<20,1
416,Hispanic,Men,20-30,2
416,Black,Men,<20,42
416,Hispanic,Men,<20,7
417,Black,Men,20-30,11
417,White,Men,<20,1
417,Hispanic,Men,<20,2
417,Black,Men,<20,46
417,Black,Women,20-30,3
417,Hispanic,Men,20-30,3
417,Black,Women,<20,2
417,White,Men,20-30,1
417,Hispanic,Women,<20,1
418,Black,Men,<20,39
418,Hispanic,Men,<20,4
418,Black,Women,<20,4
418,Hispanic,Men,20-30,3
418,Black,Men,20-30,12
418,White,Men,<20,1
419,Black,Men,<20,37
419,Black,Men,20-30,18
419,Hispanic,Men,<20,7
419,Hispanic,Men,20-30,3
419,Black,Women,20-30,2
419,White,Men,20-30,1
419,Black,Women,<20,2
420,Black,Men,20-30,12
420,Black,Men,<20,41
420,Hispanic,Men,<20,10
420,Hispanic,Men,20-30,2
420,Black,Women,<20,2
421,Hispanic,Men,<20,10
421,Black,Men,<20,41
421,Black,Men,20-30,10
421,Hispanic,Men,20-30,3
421,Black,Women,20-30,2
421,Hispanic,Women,<20,1
421,Black,Women,<20,2
422,White,Men,<20,1
422,Hispanic,Men,20-30,3
422,Black,Men,<20,32
422,Black,Men,20-30,16
422,Black,Women,20-30,1
422,Hispanic,Men,<20,5
422,Asian,Men,<20,1
423,Black,Women,20-30,1
423,Hispanic,Men,<20,8
423,Black,Men,<20,29
423,Black,Men,20-30,9
423,White,Men,<20,1
424,Black,Women,20-30,2
424,Black,Men,<20,27
424,Black,Men,30-40,1
424,Black,Women,<20,1
424,White,Men,<20,2
424,Hispanic,Men,20-30,1
424,Black,Men,20-30,10
424,Hispanic,Men,<20,2
425,Hispanic,Men,20-30,1
425,Hispanic,Men,<20,2
425,Black,Women,20-30,2
425,Black,Men,20-30,11
425,Black,Men,<20,33
425,Black,Women,<20,1
426,Hispanic,Men,<20,2
426,White,Men,<20,1
426,Black,Men,20-30,20
426,Black,Men,<20,28
426,Black,Women,<20,4
426,Hispanic,Men,20-30,1
427,Black,Men,20-30,13
427,Hispanic,Men,<20,2
427,Black,Women,<20,1
427,Hispanic,Men,20-30,1
427,Black,Men,<20,31
428,Black,Men,20-30,11
428,Black,Women,20-30,2
428,Hispanic,Men,<20,2
428,White,Women,20-30,1
428,Black,Men,<20,23
428,Black,Women,<20,1
428,Hispanic,Men,20-30,3
428,White,Men,20-30,1
429,Black,Women,<20,6
429,Black,Men,<20,31
429,Hispanic,Men,<20,4
429,Black,Women,20-30,2
429,White,Men,<20,1
429,Black,Men,20-30,7
430,Black,Women,<20,2
430,Black,Men,20-30,10
430,Hispanic,Men,20-30,1
430,Black,Men,<20,34
430,White,Men,<20,1
430,Black,Men,30-40,1
430,Asian,Men,30-40,1
430,Hispanic,Men,<20,1
431,Black,Men,20-30,7
431,Black,Women,<20,1
431,Hispanic,Men,20-30,2
431,Black,Men,<20,21
431,Hispanic,Men,<20,8
431,Black,Women,20-30,2
432,Hispanic,Men,<20,6
432,Black,Men,<20,21
432,Black,Men,20-30,11
432,Black,Women,20-30,1
432,Hispanic,Men,20-30,1
433,Black,Men,<20,28
433,Hispanic,Men,20-30,1
433,Black,Men,30-40,1
433,Hispanic,Men,<20,1
433,Black,Women,<20,4
433,Black,Men,20-30,3
434,Black,Men,<20,20
434,Hispanic,Men,<20,4
434,Black,Men,20-30,2
435,Hispanic,Men,<20,2
435,Black,Women,<20,2
435,Black,Men,20-30,5
435,Black,Men,<20,20
436,Black,Men,20-30,6
436,Black,Women,<20,1
436,Black,Men,<20,35
436,Black,Men,30-40,1
436,Hispanic,Men,20-30,2
436,Hispanic,Men,<20,2
437,Hispanic,Women,20-30,1
437,Black,Women,20-30,1
437,Hispanic,Men,<20,6
437,Black,Men,<20,23
437,Black,Men,20-30,4
438,Black,Women,<20,3
438,Black,Men,20-30,2
438,Hispanic,Men,<20,4
438,Hispanic,Men,20-30,1
438,Black,Men,<20,22
439,Black,Men,<20,22
439,Black,Women,<20,1
439,Black,Men,30-40,1
439,Hispanic,Men,<20,2
439,Black,Men,20-30,6
440,Black,Women,<20,1
440,Hispanic,Men,<20,5
440,Hispanic,Men,20-30,1
440,Black,Men,20-30,6
440,Black,Men,<20,16
441,Hispanic,Men,<20,1
441,Black,Men,<20,13
441,Black,Men,20-30,5
441,Hispanic,Women,<20,2
441,Black,Women,<20,1
441,Hispanic,Men,20-30,1
442,Hispanic,Men,20-30,2
442,Hispanic,Men,<20,3
442,Black,Women,20-30,1
442,Hispanic,Women,<20,1
442,Black,Men,20-30,5
442,Black,Men,<20,21
443,White,Men,20-30,1
443,Black,Men,<20,26
443,Black,Men,20-30,3
443,Hispanic,Men,<20,1
443,Black,Women,<20,1
444,Black,Men,20-30,9
444,Hispanic,Men,<20,2
444,Hispanic,Men,20-30,2
444,Black,Men,<20,22
444,Hispanic,Women,<20,1
444,Black,Women,<20,1
444,Black,Women,20-30,1
445,White,Men,<20,2
445,Black,Men,20-30,3
445,Hispanic,Men,<20,3
445,Black,Women,<20,2
445,Black,Men,<20,17
446,Hispanic,Men,20-30,1
446,White,Men,<20,1
446,Black,Women,<20,1
446,Black,Men,<20,16
446,Hispanic,Men,<20,2
446,Black,Men,20-30,3
447,Hispanic,Men,<20,1
447,Black,Men,20-30,7
447,Hispanic,Men,20-30,1
447,Black,Women,<20,1
447,Black,Men,<20,17
448,Black,Men,20-30,2
448,Black,Men,<20,14
448,Black,Women,20-30,1
448,Hispanic,Men,20-30,1
448,Hispanic,Men,<20,1
449,Black,Men,<20,15
449,Hispanic,Men,<20,2
449,Black,Men,20-30,3
450,Black,Men,<20,15
450,Hispanic,Men,<20,1
450,Hispanic,Men,20-30,1
450,Black,Women,<20,1
450,Black,Men,20-30,4
451,Black,Men,<20,9
451,Black,Men,20-30,3
452,Black,Men,<20,15
452,Hispanic,Men,<20,2
452,Black,Men,20-30,1
453,Black,Men,20-30,2
453,Black,Men,<20,11
453,Hispanic,Men,20-30,2
454,Black,Men,20-30,1
454,Black,Men,<20,16
454,White,Men,<20,1
455,Black,Men,20-30,5
455,Hispanic,Men,20-30,1
455,White,Men,20-30,1
455,Hispanic,Men,<20,1
455,Black,Women,<20,2
455,Black,Men,<20,11
456,Black,Men,<20,12
456,Black,Women,<20,1
456,Black,Men,20-30,9
456,Hispanic,Men,<20,1
456,Black,Men,30-40,1
456,Hispanic,Men,20-30,1
457,Black,Men,20-30,4
457,Black,Men,<20,9
457,Hispanic,Men,<20,1
458,Black,Women,<20,2
458,Black,Men,20-30,2
458,Black,Men,<20,10
458,Hispanic,Men,<20,1
458,Hispanic,Men,20-30,1
459,Black,Men,20-30,2
459,Black,Men,<20,8
459,Hispanic,Men,<20,2
460,Black,Men,<20,17
460,Black,Women,<20,2
460,Hispanic,Men,<20,3
460,Black,Men,20-30,3
461,Black,Men,<20,13
461,Black,Men,20-30,2
462,Hispanic,Men,<20,2
462,Black,Men,20-30,2
462,Black,Men,<20,5
463,Black,Women,<20,1
463,Black,Men,20-30,2
463,Black,Men,<20,11
464,Black,Women,<20,1
464,Black,Men,<20,15
465,Black,Men,<20,11
465,Black,Men,20-30,1
466,Hispanic,Men,<20,1
466,Black,Men,20-30,1
466,Black,Men,<20,15
467,Black,Men,<20,11
467,Black,Men,20-30,4
467,Hispanic,Men,<20,4
468,Black,Men,20-30,3
468,Hispanic,Men,<20,2
468,Black,Men,<20,6
469,Black,Men,20-30,3
469,Black,Women,<20,2
469,Black,Men,<20,13
470,Hispanic,Men,<20,1
470,Black,Men,20-30,4
470,Black,Men,<20,5
471,Hispanic,Men,<20,1
471,Black,Men,30-40,1
471,Black,Men,<20,4
471,Black,Men,20-30,1
471,Black,Women,20-30,1
472,Hispanic,Men,<20,1
472,Black,Men,20-30,1
472,Black,Men,<20,5
473,Black,Men,<20,9
473,Hispanic,Men,20-30,2
473,Black,Women,20-30,1
473,Hispanic,Men,<20,1
474,Black,Men,<20,4
474,Black,Men,20-30,5
475,Black,Men,<20,12
475,Black,Men,20-30,3
476,Black,Men,<20,10
476,Black,Women,20-30,1
477,Black,Men,<20,6
477,Black,Women,<20,1
478,Black,Men,<20,4
478,Black,Men,30-40,1
479,Hispanic,Men,<20,1
479,Black,Men,<20,8
479,Black,Men,20-30,1
480,Hispanic,Men,<20,1
480,Black,Men,20-30,1
480,Black,Men,<20,7
481,Black,Women,<20,1
481,Black,Men,20-30,3
481,Black,Men,<20,7
482,Black,Men,<20,5
482,Black,Men,20-30,3
483,Black,Men,<20,8
483,Black,Men,20-30,2
483,Hispanic,Men,<20,1
484,Hispanic,Men,<20,1
484,Black,Men,<20,4
485,White,Men,<20,1
485,Black,Men,<20,5
486,Hispanic,Men,<20,1
486,Black,Men,20-30,2
486,Black,Men,<20,6
487,Black,Men,20-30,1
487,Black,Men,<20,2
487,Black,Women,<20,1
487,Hispanic,Men,<20,1
488,Black,Men,20-30,1
488,Black,Women,<20,1
488,Hispanic,Men,<20,1
488,Black,Men,<20,3
489,Black,Men,<20,3
489,Black,Men,20-30,1
490,Black,Men,<20,7
490,Black,Men,20-30,1
491,Black,Men,<20,3
492,Black,Men,<20,2
492,Hispanic,Men,20-30,1
492,Black,Women,<20,1
493,Black,Men,<20,3
494,Black,Men,<20,4
495,Black,Men,<20,7
495,Hispanic,Men,<20,2
496,Black,Men,<20,5
497,Hispanic,Men,20-30,1
497,Hispanic,Men,<20,1
497,Black,Men,<20,6
498,Black,Men,<20,7
498,Black,Men,20-30,1
498,Hispanic,Men,<20,1
499,Hispanic,Men,<20,1
499,Black,Men,<20,1
499,Black,Women,<20,2
499,White,Men,<20,1
500,White,Men,20-30,2
500,Black,Women,<20,2
500,Black,Men,<20,111
500,Hispanic,Men,20-30,1
500,Hispanic,Men,<20,12
500,Black,Men,20-30,19
500,Black,Women,20-30,3
500,White,Men,<20,3
