ssl_score,race,sex,age,count
245,Hispanic,Other,40-50,1
245,Unknown-Not-Listed,Women,30-40,1
245,Hispanic,Men,30-40,94
245,Black,Women,40-50,129
245,Asian,Men,40-50,11
245,White,Men,30-40,46
245,White,Women,30-40,15
245,Black,Men,30-40,182
245,Black,Men,40-50,350
245,Asian,Men,30-40,3
245,Black,Women,30-40,27
245,White,Men,40-50,170
245,Hispanic,Women,40-50,52
245,Black,Men,50-60,6
246,Black,Men,50-60,5
246,Asian,Men,30-40,30
246,White,Men,30-40,349
246,White,Men,20-30,2
246,Hispanic,Men,20-30,2
246,Black,Men,20-30,1
246,Black,Men,30-40,587
246,Hispanic,Men,30-40,690
246,Black,Women,40-50,43
246,Hispanic,Women,40-50,6
246,White,Women,30-40,129
246,Asian,Women,30-40,9
246,Hispanic,Men,40-50,58
246,Unknown-Not-Listed,Women,30-40,7
246,White,Men,50-60,1
246,White,Men,40-50,56
246,Black,Men,40-50,150
246,Hispanic,Women,30-40,187
246,Unknown-Not-Listed,Men,30-40,12
246,Asian,Men,40-50,1
246,White,Women,40-50,10
246,Black,Women,30-40,236
247,White,Women,40-50,15
247,White,Men,20-30,2
247,Asian,Men,40-50,2
247,Unknown-Not-Listed,Men,30-40,4
247,Hispanic,Men,30-40,426
247,Black,Men,30-40,434
247,Black,Men,40-50,165
247,Black,Men,20-30,4
247,Asian,Women,30-40,3
247,Asian,Men,30-40,12
247,White,Men,40-50,48
247,Black,Women,30-40,172
247,Black,Men,50-60,8
247,Black,Women,<20,1
247,Hispanic,Women,40-50,7
247,Hispanic,Women,30-40,128
247,Black,Women,50-60,1
247,Hispanic,Men,40-50,44
247,Hispanic,Men,50-60,1
247,White,Women,30-40,90
247,Hispanic,Men,<20,1
247,White,Men,30-40,274
247,Unknown-Not-Listed,Women,30-40,1
247,Black,Women,40-50,34
248,Hispanic,Men,30-40,149
248,White,Women,40-50,7
248,White,Men,30-40,90
248,Black,Men,50-60,4
248,Hispanic,Women,40-50,3
248,White,Men,40-50,29
248,Black,Men,40-50,137
248,Black,Women,40-50,13
248,White,Men,50-60,1
248,Asian,Men,40-50,2
248,White,Men,<20,1
248,Asian,Women,40-50,1
248,Unknown-Not-Listed,Men,40-50,1
248,White,Women,30-40,27
248,Black,Men,30-40,227
248,Hispanic,Women,30-40,21
248,Unknown-Not-Listed,Men,30-40,4
248,Asian,Women,30-40,2
248,Black,Women,30-40,78
248,Asian,Men,30-40,4
248,Black,Men,20-30,2
248,Hispanic,Men,40-50,32
249,Black,Women,50-60,2
249,Unknown-Not-Listed,Men,50-60,1
249,Black,Men,20-30,1
249,Hispanic,Men,20-30,2
249,Asian,Men,30-40,11
249,Asian,Men,20-30,1
249,Hispanic,Men,50-60,1
249,Hispanic,Women,40-50,1
249,Black,Women,40-50,13
249,Asian,Women,30-40,4
249,Black,Men,50-60,6
249,White,Women,40-50,3
249,Hispanic,Men,30-40,327
249,Unknown-Not-Listed,Men,30-40,5
249,Black,Men,30-40,441
249,White,Men,40-50,14
249,Unknown-Not-Listed,Women,30-40,1
249,Black,Women,20-30,3
249,White,Men,20-30,1
249,Hispanic,Men,40-50,29
249,Unknown-Not-Listed,Men,40-50,1
249,Asian,Men,40-50,2
249,White,Women,30-40,77
249,White,Men,30-40,177
249,Hispanic,Women,30-40,67
249,Black,Men,40-50,87
249,Black,Women,30-40,140
250,White,Men,30-40,419
250,Hispanic,Men,20-30,2
250,White,Men,50-60,2
250,Black,Men,30-40,674
250,Unknown-Not-Listed,Women,30-40,1
250,Unknown-Not-Listed,Men,30-40,10
250,Black,Women,30-40,279
250,Hispanic,Women,30-40,184
250,Asian,Men,40-50,2
250,Asian,Men,30-40,26
250,Asian,Women,30-40,14
250,Black,Men,40-50,132
250,Black,Men,50-60,5
250,White,Women,30-40,158
250,Hispanic,Men,30-40,726
250,White,Women,40-50,15
250,Black,Women,40-50,32
250,Hispanic,Men,40-50,55
250,White,Men,40-50,46
250,Hispanic,Women,40-50,13
250,Black,Men,20-30,2
251,Black,Women,40-50,17
251,White,Men,40-50,11
251,Hispanic,Women,40-50,6
251,White,Men,30-40,260
251,Hispanic,Men,30-40,485
251,Black,Men,50-60,1
251,Black,Men,30-40,495
251,Black,Women,20-30,1
251,Black,Men,20-30,3
251,Asian,Men,30-40,16
251,Asian,Men,40-50,2
251,Hispanic,Men,20-30,2
251,White,Women,30-40,100
251,Hispanic,Men,40-50,26
251,Unknown-Not-Listed,Women,30-40,1
251,Hispanic,Women,30-40,100
251,White,Women,50-60,1
251,Black,Women,30-40,188
251,Asian,Women,30-40,5
251,White,Women,40-50,9
251,White,Men,20-30,1
251,Unknown-Not-Listed,Men,30-40,5
251,Black,Men,40-50,110
252,Hispanic,Women,30-40,27
252,Black,Men,30-40,275
252,Hispanic,Men,40-50,20
252,Black,Women,40-50,20
252,Hispanic,Men,30-40,171
252,Asian,Men,30-40,4
252,Black,Men,40-50,95
252,White,Women,40-50,3
252,Black,Men,50-60,4
252,White,Women,30-40,26
252,Black,Women,30-40,64
252,White,Men,40-50,13
252,Black,Women,50-60,3
252,Black,Men,20-30,1
252,Black,Men,<20,1
252,White,Men,30-40,64
252,Asian,Women,30-40,1
253,Black,Men,30-40,274
253,Black,Women,40-50,20
253,Hispanic,Men,50-60,1
253,White,Men,40-50,14
253,White,Men,30-40,61
253,Black,Women,50-60,1
253,Asian,Women,40-50,1
253,Hispanic,Women,30-40,20
253,Black,Women,30-40,53
253,White,Women,30-40,24
253,White,Men,50-60,1
253,Asian,Men,30-40,3
253,Black,Men,50-60,3
253,Black,Women,20-30,1
253,Hispanic,Women,40-50,3
253,Hispanic,Men,40-50,22
253,Black,Men,40-50,67
253,Hispanic,Men,30-40,112
253,Unknown-Not-Listed,Men,30-40,1
253,White,Women,40-50,4
253,Black,Men,20-30,4
254,Black,Women,20-30,5
254,Asian,Men,40-50,1
254,Black,Men,40-50,82
254,Black,Women,30-40,296
254,White,Men,30-40,415
254,Black,Men,30-40,779
254,Hispanic,Women,20-30,1
254,Unknown-Not-Listed,Women,30-40,1
254,Hispanic,Men,40-50,19
254,White,Women,40-50,7
254,Asian,Women,30-40,10
254,White,Men,40-50,18
254,Asian,Men,30-40,24
254,White,Women,30-40,146
254,Black,Men,20-30,4
254,Hispanic,Men,30-40,690
254,Unknown-Not-Listed,Men,30-40,8
254,Black,Men,50-60,3
254,Hispanic,Women,30-40,150
254,Hispanic,Women,40-50,2
254,Hispanic,Men,<20,1
254,Hispanic,Men,20-30,1
254,Black,Women,40-50,16
255,Hispanic,Women,40-50,1
255,White,Men,20-30,2
255,White,Women,40-50,3
255,Black,Women,20-30,5
255,Unknown-Not-Listed,Women,30-40,2
255,Black,Women,50-60,1
255,White,Women,30-40,168
255,Hispanic,Women,30-40,219
255,Black,Women,40-50,18
255,Asian,Women,20-30,1
255,Asian,Women,30-40,9
255,White,Men,40-50,10
255,Black,Men,40-50,58
255,Black,Men,30-40,792
255,Asian,Men,40-50,1
255,Hispanic,Men,40-50,11
255,Unknown-Not-Listed,Men,30-40,17
255,Black,Men,20-30,11
255,Black,Men,50-60,5
255,Asian,Men,30-40,27
255,White,Men,50-60,1
255,Black,Women,30-40,353
255,White,Men,30-40,491
255,Hispanic,Women,20-30,1
255,Hispanic,Men,20-30,3
255,Hispanic,Men,30-40,916
256,White,Women,40-50,3
256,White,Men,30-40,96
256,Black,Women,40-50,10
256,Asian,Men,30-40,4
256,Unknown-Not-Listed,Women,30-40,2
256,Hispanic,Men,30-40,135
256,Black,Men,50-60,3
256,Black,Men,20-30,1
256,Hispanic,Men,20-30,1
256,White,Men,50-60,2
256,Black,Men,40-50,56
256,Black,Women,30-40,63
256,Black,Men,30-40,315
256,White,Men,40-50,5
256,Unknown-Not-Listed,Men,30-40,6
256,White,Women,30-40,30
256,Hispanic,Women,30-40,18
256,Hispanic,Men,40-50,8
257,White,Men,40-50,16
257,Hispanic,Women,30-40,34
257,Unknown-Not-Listed,Women,30-40,2
257,Black,Men,30-40,361
257,Black,Women,40-50,8
257,Asian,Men,30-40,4
257,Black,Men,20-30,1
257,Hispanic,Men,20-30,1
257,White,Women,30-40,31
257,Hispanic,Men,40-50,7
257,Black,Men,50-60,4
257,Unknown-Not-Listed,Men,30-40,7
257,Hispanic,Women,40-50,1
257,Black,Women,50-60,1
257,Asian,Women,30-40,1
257,Hispanic,Men,30-40,207
257,White,Men,30-40,97
257,Black,Women,30-40,71
257,Black,Men,40-50,66
258,Unknown-Not-Listed,Women,40-50,1
258,Black,Women,30-40,318
258,Black,Women,40-50,15
258,Black,Men,60-70,1
258,Asian,Women,30-40,9
258,White,Women,30-40,163
258,White,Women,20-30,1
258,White,Women,<20,1
258,Unknown-Not-Listed,Women,30-40,3
258,Black,Men,20-30,9
258,Hispanic,Women,30-40,170
258,Black,Men,50-60,4
258,Black,Women,20-30,4
258,Hispanic,Women,40-50,4
258,White,Men,20-30,4
258,White,Women,40-50,1
258,Hispanic,Men,20-30,5
258,Black,Men,40-50,45
258,Black,Men,30-40,754
258,Unknown-Not-Listed,Men,30-40,11
258,White,Men,40-50,9
258,White,Men,30-40,442
258,Asian,Men,30-40,27
258,Hispanic,Men,30-40,647
258,Hispanic,Men,40-50,8
259,Black,Men,50-60,4
259,White,Men,40-50,13
259,Asian,Men,30-40,17
259,Hispanic,Men,40-50,8
259,White,Women,20-30,1
259,White,Men,20-30,3
259,White,Women,40-50,3
259,Unknown-Not-Listed,Women,30-40,2
259,Hispanic,Women,30-40,146
259,Black,Men,20-30,1
259,Black,Women,40-50,11
259,Hispanic,Men,20-30,6
259,Hispanic,Men,30-40,544
259,Hispanic,Women,40-50,3
259,Black,Women,20-30,2
259,Unknown-Not-Listed,Men,30-40,6
259,Unknown-Not-Listed,Women,40-50,1
259,Black,Men,30-40,576
259,Asian,Women,30-40,8
259,White,Men,30-40,312
259,White,Women,30-40,102
259,Black,Women,30-40,241
259,Black,Men,40-50,38
260,Hispanic,Women,40-50,2
260,Hispanic,Men,40-50,7
260,Black,Men,<20,1
260,Black,Women,40-50,3
260,White,Women,40-50,1
260,Black,Men,50-60,3
260,Black,Men,20-30,9
260,Hispanic,Women,30-40,128
260,Asian,Women,30-40,5
260,White,Women,30-40,127
260,Black,Men,30-40,650
260,Black,Men,60-70,1
260,White,Men,20-30,2
260,Hispanic,Women,<20,2
260,Asian,Men,30-40,18
260,White,Women,20-30,2
260,Unknown-Not-Listed,Men,30-40,10
260,Hispanic,Men,30-40,542
260,Hispanic,Men,20-30,3
260,Unknown-Not-Listed,Women,30-40,6
260,Black,Women,30-40,254
260,Black,Men,40-50,49
260,Black,Women,20-30,5
260,Asian,Men,20-30,1
260,White,Men,30-40,319
260,White,Men,40-50,5
261,Hispanic,Men,30-40,231
261,Unknown-Not-Listed,Women,30-40,1
261,Black,Women,40-50,6
261,White,Women,40-50,5
261,White,Men,40-50,5
261,Hispanic,Men,40-50,6
261,White,Men,20-30,1
261,Black,Women,30-40,89
261,Black,Men,40-50,42
261,Hispanic,Women,40-50,1
261,Black,Men,30-40,399
261,Hispanic,Women,20-30,1
261,White,Men,30-40,126
261,Unknown-Not-Listed,Men,30-40,1
261,Hispanic,Women,30-40,44
261,White,Women,30-40,50
261,Hispanic,Men,20-30,2
261,Asian,Men,30-40,5
261,Black,Men,20-30,2
262,Black,Men,40-50,39
262,Asian,Women,20-30,1
262,Black,Women,20-30,3
262,Hispanic,Men,30-40,432
262,Black,Men,20-30,6
262,Black,Women,40-50,7
262,Unknown-Not-Listed,Men,30-40,6
262,Hispanic,Men,20-30,3
262,White,Men,30-40,243
262,Unknown-Not-Listed,Women,30-40,2
262,White,Women,30-40,89
262,Asian,Women,30-40,4
262,Hispanic,Men,40-50,10
262,Black,Other,30-40,1
262,Black,Men,30-40,674
262,Black,Men,50-60,5
262,Hispanic,Women,40-50,1
262,Unknown-Not-Listed,Men,20-30,1
262,Hispanic,Women,30-40,75
262,Black,Women,30-40,185
262,White,Men,20-30,5
262,Asian,Men,30-40,9
262,White,Men,40-50,15
263,Black,Men,20-30,13
263,Hispanic,Women,30-40,212
263,Asian,Women,30-40,13
263,Black,Men,40-50,56
263,Hispanic,Men,20-30,13
263,Unknown-Not-Listed,Men,30-40,17
263,White,Men,50-60,1
263,Black,Men,60-70,1
263,Asian,Men,30-40,31
263,Black,Women,40-50,9
263,White,Men,40-50,6
263,Hispanic,Women,40-50,1
263,White,Men,30-40,494
263,Black,Men,50-60,9
263,White,Women,40-50,1
263,Black,Men,30-40,830
263,Hispanic,Men,40-50,11
263,White,Men,20-30,8
263,Unknown-Not-Listed,Women,30-40,3
263,Hispanic,Men,30-40,882
263,Black,Women,30-40,391
263,Black,Women,20-30,5
263,White,Women,30-40,203
264,Unknown-Not-Listed,Women,30-40,3
264,White,Women,40-50,1
264,Hispanic,Men,30-40,500
264,Black,Men,50-60,1
264,Black,Women,<20,1
264,Hispanic,Women,20-30,1
264,Black,Men,40-50,34
264,Black,Women,20-30,3
264,White,Men,40-50,6
264,Hispanic,Women,30-40,140
264,Unknown-Not-Listed,Men,40-50,1
264,Asian,Women,30-40,5
264,Black,Women,30-40,243
264,White,Women,20-30,2
264,White,Women,<20,1
264,Asian,Men,30-40,22
264,White,Men,30-40,333
264,Hispanic,Men,20-30,4
264,White,Women,30-40,112
264,Unknown-Not-Listed,Men,30-40,14
264,Black,Men,30-40,655
264,Black,Men,20-30,10
264,Hispanic,Men,40-50,4
264,Black,Women,40-50,11
264,White,Men,20-30,6
265,Black,Women,40-50,4
265,Black,Women,30-40,118
265,White,Women,30-40,44
265,Hispanic,Men,40-50,14
265,White,Men,30-40,128
265,Hispanic,Men,30-40,226
265,Unknown-Not-Listed,Men,30-40,7
265,Black,Men,40-50,25
265,Unknown-Not-Listed,Women,30-40,2
265,White,Men,20-30,2
265,Hispanic,Women,30-40,38
265,Black,Men,20-30,10
265,White,Women,20-30,1
265,Black,Men,30-40,462
265,Asian,Men,30-40,4
265,White,Men,40-50,6
266,Black,Men,50-60,3
266,Black,Women,30-40,246
266,Hispanic,Men,50-60,1
266,White,Men,20-30,2
266,Asian,Men,20-30,1
266,Black,Women,40-50,10
266,Black,Women,20-30,4
266,White,Men,40-50,7
266,White,Men,30-40,318
266,Unknown-Not-Listed,Women,30-40,5
266,Black,Men,<20,1
266,Hispanic,Men,40-50,5
266,Black,Men,40-50,28
266,Asian,Men,30-40,11
266,White,Women,20-30,2
266,Hispanic,Women,30-40,108
266,Hispanic,Men,30-40,473
266,Hispanic,Men,<20,1
266,Hispanic,Women,20-30,2
266,Unknown-Not-Listed,Men,40-50,1
266,Unknown-Not-Listed,Men,30-40,8
266,Asian,Women,30-40,9
266,Black,Men,20-30,13
266,White,Women,30-40,108
266,Hispanic,Men,20-30,8
266,Black,Men,30-40,734
267,Black,Men,<20,1
267,Hispanic,Women,20-30,1
267,Hispanic,Women,40-50,1
267,White,Women,40-50,1
267,Black,Women,40-50,7
267,Hispanic,Men,20-30,7
267,Black,Women,20-30,2
267,Black,Men,30-40,590
267,Black,Women,30-40,229
267,Unknown-Not-Listed,Men,30-40,15
267,White,Women,30-40,109
267,Black,Men,20-30,11
267,Hispanic,Men,40-50,12
267,Black,Men,50-60,3
267,Hispanic,Women,30-40,101
267,Asian,Men,30-40,11
267,White,Men,20-30,8
267,White,Men,30-40,324
267,White,Women,20-30,2
267,Hispanic,Men,30-40,426
267,Asian,Women,30-40,9
267,White,Men,40-50,4
267,Unknown-Not-Listed,Women,30-40,2
267,Black,Men,40-50,41
268,Hispanic,Men,20-30,16
268,White,Men,20-30,11
268,Hispanic,Women,30-40,277
268,Hispanic,Men,30-40,999
268,Unknown-Not-Listed,Men,30-40,16
268,Hispanic,Women,20-30,3
268,Black,Men,50-60,2
268,Unknown-Not-Listed,Women,30-40,5
268,Black,Women,30-40,484
268,Black,Men,40-50,24
268,White,Women,<20,1
268,Asian,Women,20-30,2
268,Black,Men,30-40,1177
268,Asian,Women,30-40,9
268,White,Women,40-50,1
268,Asian,Men,30-40,36
268,Black,Women,20-30,14
268,Hispanic,Men,40-50,8
268,White,Women,30-40,210
268,Black,Men,<20,1
268,White,Men,30-40,629
268,Unknown-Not-Listed,Men,20-30,2
268,Hispanic,Other,30-40,1
268,White,Women,20-30,2
268,Black,Men,20-30,26
268,White,Men,40-50,6
268,Black,Women,40-50,11
269,Black,Men,20-30,11
269,Hispanic,Men,20-30,7
269,Hispanic,Men,<20,1
269,Hispanic,Women,20-30,1
269,Black,Women,20-30,1
269,White,Women,40-50,1
269,Unknown-Not-Listed,Women,30-40,1
269,Hispanic,Women,30-40,35
269,White,Women,30-40,35
269,White,Men,<20,1
269,Black,Men,30-40,402
269,Black,Women,30-40,121
269,White,Women,20-30,1
269,White,Men,40-50,3
269,Black,Men,40-50,25
269,Hispanic,Men,40-50,3
269,Black,Women,40-50,7
269,Asian,Men,30-40,7
269,White,Men,30-40,137
269,Black,Men,50-60,3
269,Hispanic,Men,30-40,198
269,Unknown-Not-Listed,Men,30-40,2
269,Black,Men,<20,1
269,White,Men,20-30,3
269,Asian,Women,20-30,1
270,Asian,Men,40-50,1
270,Hispanic,Women,20-30,3
270,White,Men,<20,1
270,Black,Men,40-50,12
270,White,Men,20-30,5
270,Unknown-Not-Listed,Men,30-40,1
270,Asian,Women,30-40,3
270,White,Men,30-40,101
270,Black,Women,40-50,4
270,Black,Men,30-40,437
270,Hispanic,Men,30-40,169
270,Black,Women,30-40,67
270,Unknown-Not-Listed,Women,30-40,1
270,Hispanic,Men,40-50,1
270,Hispanic,Men,20-30,5
270,Asian,Men,30-40,2
270,White,Women,40-50,2
270,White,Men,40-50,3
270,White,Women,30-40,31
270,Black,Men,20-30,10
270,Hispanic,Women,30-40,29
270,Black,Women,20-30,2
271,Hispanic,Men,40-50,6
271,Unknown-Not-Listed,Men,30-40,19
271,Black,Men,50-60,4
271,Asian,Men,30-40,25
271,Hispanic,Women,20-30,2
271,White,Men,20-30,11
271,Black,Men,30-40,943
271,Asian,Women,30-40,13
271,Hispanic,Men,20-30,18
271,Hispanic,Men,30-40,775
271,White,Women,20-30,5
271,White,Women,40-50,1
271,Unknown-Not-Listed,Women,30-40,7
271,Black,Women,20-30,10
271,Black,Men,20-30,23
271,Unknown-Not-Listed,Men,40-50,1
271,Hispanic,Women,40-50,1
271,Hispanic,Other,30-40,1
271,Hispanic,Men,<20,1
271,White,Women,30-40,172
271,Hispanic,Women,30-40,178
271,Black,Men,40-50,28
271,White,Men,40-50,4
271,White,Men,30-40,483
271,Black,Women,30-40,396
271,Black,Women,40-50,9
272,Unknown-Not-Listed,Men,30-40,19
272,Black,Men,40-50,21
272,White,Women,40-50,3
272,White,Women,20-30,7
272,Black,Men,<20,1
272,White,Men,40-50,1
272,Black,Men,20-30,37
272,Black,Women,20-30,14
272,Hispanic,Men,30-40,1084
272,Hispanic,Men,40-50,4
272,Black,Women,40-50,4
272,Black,Women,30-40,525
272,Hispanic,Women,20-30,2
272,Asian,Women,30-40,17
272,Hispanic,Women,30-40,263
272,Hispanic,Men,20-30,18
272,Black,Men,50-60,3
272,White,Women,30-40,208
272,Unknown-Not-Listed,Women,30-40,8
272,Asian,Men,30-40,24
272,Black,Men,30-40,1110
272,White,Men,30-40,696
272,White,Men,20-30,25
273,Black,Men,<20,1
273,Asian,Men,30-40,9
273,Hispanic,Women,30-40,24
273,Hispanic,Women,20-30,2
273,Black,Men,20-30,31
273,Black,Men,50-60,1
273,Hispanic,Men,30-40,179
273,Hispanic,Men,20-30,9
273,Asian,Women,30-40,3
273,Black,Men,30-40,418
273,White,Women,30-40,42
273,White,Men,20-30,17
273,Unknown-Not-Listed,Women,30-40,1
273,Hispanic,Women,40-50,1
273,Hispanic,Men,40-50,3
273,White,Men,30-40,129
273,Black,Men,40-50,18
273,White,Women,20-30,8
273,Asian,Men,20-30,1
273,Unknown-Not-Listed,Men,30-40,3
273,White,Men,40-50,2
273,Black,Women,30-40,87
273,Black,Women,20-30,8
274,Unknown-Not-Listed,Women,30-40,3
274,Black,Women,40-50,3
274,Black,Men,30-40,512
274,Unknown-Not-Listed,Men,30-40,9
274,White,Women,20-30,4
274,Black,Men,50-60,1
274,Hispanic,Men,20-30,14
274,Black,Men,20-30,30
274,White,Men,30-40,156
274,Hispanic,Men,40-50,4
274,Black,Men,40-50,23
274,Black,Men,<20,1
274,Black,Women,30-40,140
274,White,Men,20-30,5
274,White,Men,40-50,3
274,Black,Women,20-30,6
274,Asian,Women,30-40,1
274,Hispanic,Women,20-30,2
274,Asian,Men,30-40,4
274,Hispanic,Men,30-40,251
274,Hispanic,Women,30-40,31
274,White,Women,30-40,45
275,Black,Men,30-40,724
275,Black,Women,20-30,19
275,Asian,Women,30-40,8
275,Black,Men,40-50,19
275,Hispanic,Women,40-50,1
275,Black,Women,<20,1
275,Unknown-Not-Listed,Women,20-30,1
275,Unknown-Not-Listed,Men,30-40,11
275,Asian,Men,40-50,1
275,Asian,Men,30-40,24
275,Black,Women,30-40,247
275,Black,Men,50-60,3
275,Hispanic,Men,30-40,494
275,Black,Men,20-30,36
275,Hispanic,Men,20-30,22
275,White,Women,20-30,5
275,Black,Women,40-50,4
275,Hispanic,Women,30-40,86
275,White,Men,40-50,2
275,White,Women,40-50,2
275,Hispanic,Men,40-50,4
275,Unknown-Not-Listed,Women,30-40,2
275,Hispanic,Women,20-30,6
275,White,Women,30-40,96
275,White,Men,20-30,22
275,White,Men,30-40,317
276,Unknown-Not-Listed,Women,30-40,2
276,Black,Men,30-40,929
276,White,Men,50-60,1
276,Hispanic,Women,40-50,1
276,Black,Women,20-30,49
276,Hispanic,Men,40-50,3
276,Unknown-Not-Listed,Women,20-30,1
276,Asian,Men,20-30,1
276,Black,Women,40-50,6
276,Hispanic,Men,30-40,857
276,Black,Men,40-50,17
276,White,Women,30-40,200
276,Asian,Women,30-40,5
276,White,Women,20-30,13
276,Hispanic,Women,20-30,11
276,Black,Women,30-40,446
276,White,Men,20-30,51
276,Asian,Men,30-40,30
276,Unknown-Not-Listed,Men,30-40,19
276,Hispanic,Women,30-40,214
276,Black,Men,50-60,2
276,White,Men,40-50,2
276,Hispanic,Men,<20,1
276,White,Men,30-40,603
276,Hispanic,Men,20-30,62
276,Black,Men,20-30,97
277,Hispanic,Men,40-50,2
277,White,Men,30-40,424
277,Black,Women,30-40,325
277,Hispanic,Men,<20,1
277,Black,Men,20-30,52
277,Hispanic,Women,20-30,7
277,White,Women,20-30,7
277,Black,Women,20-30,16
277,White,Women,30-40,160
277,Asian,Women,30-40,7
277,White,Other,30-40,1
277,Hispanic,Women,40-50,1
277,Unknown-Not-Listed,Women,30-40,2
277,Asian,Men,20-30,1
277,Hispanic,Men,30-40,661
277,White,Men,20-30,25
277,Hispanic,Men,20-30,33
277,Asian,Men,30-40,30
277,Black,Men,30-40,819
277,Hispanic,Women,30-40,151
277,Black,Women,40-50,1
277,Unknown-Not-Listed,Men,30-40,9
277,Black,Men,40-50,11
278,White,Women,30-40,59
278,Black,Women,40-50,5
278,Black,Women,<20,1
278,Unknown-Not-Listed,Women,30-40,3
278,Black,Men,30-40,490
278,White,Men,30-40,147
278,Black,Men,40-50,16
278,White,Women,40-50,1
278,Hispanic,Men,20-30,32
278,Hispanic,Men,30-40,251
278,Asian,Women,30-40,1
278,Black,Men,20-30,63
278,Unknown-Not-Listed,Men,30-40,2
278,Asian,Men,30-40,4
278,White,Men,40-50,4
278,Black,Men,50-60,1
278,Black,Women,20-30,14
278,Hispanic,Women,30-40,43
278,Black,Other,30-40,1
278,Hispanic,Women,20-30,7
278,Black,Women,30-40,110
278,Unknown-Not-Listed,Men,20-30,3
278,White,Women,20-30,12
278,White,Men,20-30,23
279,White,Men,30-40,280
279,Asian,Women,30-40,5
279,Unknown-Not-Listed,Women,30-40,5
279,Black,Women,30-40,210
279,Unknown-Not-Listed,Women,20-30,1
279,Hispanic,Men,30-40,467
279,Black,Women,20-30,50
279,Black,Men,50-60,1
279,Black,Other,30-40,1
279,Unknown-Not-Listed,Men,30-40,9
279,White,Women,30-40,98
279,Unknown-Not-Listed,Men,20-30,1
279,Asian,Men,20-30,2
279,Black,Men,20-30,126
279,Hispanic,Women,30-40,87
279,Hispanic,Men,20-30,86
279,White,Men,<20,1
279,Hispanic,Women,20-30,20
279,White,Women,20-30,19
279,Black,Women,40-50,6
279,Black,Men,30-40,635
279,White,Men,20-30,44
279,Hispanic,Men,40-50,3
279,Black,Men,40-50,19
279,Asian,Men,30-40,22
280,Unknown-Not-Listed,Men,30-40,13
280,Hispanic,Women,20-30,12
280,Hispanic,Men,<20,1
280,Black,Men,30-40,899
280,Black,Men,40-50,14
280,Hispanic,Men,40-50,2
280,Hispanic,Men,20-30,83
280,Hispanic,Men,30-40,905
280,White,Women,30-40,214
280,Black,Men,20-30,107
280,White,Men,30-40,559
280,Black,Women,30-40,472
280,Black,Men,50-60,1
280,Asian,Women,20-30,1
280,Black,Women,50-60,1
280,Asian,Men,20-30,3
280,Black,Women,20-30,49
280,Unknown-Not-Listed,Women,30-40,8
280,Unknown-Not-Listed,Men,20-30,3
280,White,Women,20-30,21
280,Hispanic,Women,30-40,229
280,Black,Women,<20,1
280,Asian,Men,30-40,30
280,White,Men,20-30,58
280,Asian,Women,30-40,7
281,Hispanic,Women,20-30,139
281,Hispanic,Men,20-30,511
281,Unknown-Not-Listed,Men,30-40,5
281,Unknown-Not-Listed,Women,20-30,4
281,Hispanic,Women,30-40,36
281,Black,Women,40-50,2
281,White,Women,30-40,40
281,Unknown-Not-Listed,Men,20-30,8
281,Black,Women,20-30,230
281,Hispanic,Men,30-40,193
281,White,Women,20-30,113
281,Asian,Men,30-40,7
281,White,Men,30-40,166
281,Hispanic,Men,40-50,1
281,White,Men,20-30,317
281,Black,Women,30-40,85
281,Asian,Women,20-30,5
281,Black,Men,30-40,483
281,Black,Men,40-50,16
281,Black,Men,20-30,398
281,Black,Women,50-60,1
281,Unknown-Not-Listed,Women,30-40,1
281,Asian,Men,20-30,26
281,White,Other,30-40,1
281,Hispanic,Other,20-30,1
282,Asian,Men,20-30,1
282,White,Men,30-40,121
282,Asian,Men,30-40,2
282,Black,Women,20-30,22
282,Black,Men,50-60,1
282,Hispanic,Men,40-50,5
282,Black,Men,40-50,13
282,Hispanic,Women,30-40,40
282,White,Men,20-30,32
282,Hispanic,Women,20-30,8
282,Hispanic,Men,20-30,47
282,White,Men,<20,1
282,White,Women,20-30,8
282,Hispanic,Men,30-40,242
282,Black,Women,40-50,1
282,Black,Men,<20,1
282,Black,Men,30-40,479
282,Black,Women,30-40,123
282,White,Women,30-40,41
282,Black,Men,20-30,104
282,Unknown-Not-Listed,Men,30-40,3
282,White,Men,40-50,1
282,Hispanic,Women,40-50,1
283,Hispanic,Men,30-40,366
283,White,Men,30-40,247
283,White,Other,30-40,1
283,Unknown-Not-Listed,Men,20-30,1
283,White,Men,20-30,98
283,Asian,Women,30-40,7
283,Hispanic,Men,40-50,2
283,Hispanic,Women,30-40,96
283,Black,Women,20-30,107
283,Black,Men,30-40,570
283,Hispanic,Women,20-30,33
283,White,Men,40-50,2
283,Hispanic,Men,20-30,208
283,Black,Men,<20,4
283,White,Women,20-30,37
283,Unknown-Not-Listed,Men,30-40,4
283,Hispanic,Women,40-50,1
283,Asian,Women,20-30,1
283,Hispanic,Men,50-60,1
283,Black,Women,30-40,204
283,Black,Men,20-30,284
283,Asian,Men,30-40,17
283,White,Women,30-40,108
283,Black,Men,40-50,10
283,Asian,Men,20-30,2
284,Black,Women,30-40,265
284,Black,Men,40-50,11
284,Black,Men,20-30,82
284,Asian,Women,30-40,5
284,White,Women,20-30,5
284,Hispanic,Men,40-50,1
284,Black,Women,40-50,6
284,Hispanic,Women,20-30,8
